State,Category,Estabblishment
Arkansas ,"Agriculture, construction, and mining machinery ",13
Arkansas ,Agricultural implement ,12
Arkansas ,Farm machinery and equipment ,10
Arkansas ,Industrial machinery ,9
Arkansas ,Industrial machinery ,9
Arkansas ,"Sawmill, woodworking, and paper machinery ",3
Arkansas ,Other industrial machinery ,4
Arkansas ,Commercial and service industry machinery ,3
Arkansas ,Commercial and service industry machinery ,3
Arkansas ,Other commercial and service industry machinery ,3
Arkansas ,"Ventilation, heating, and refrigeration equipment ",3
Arkansas ,"Ventilation, heating, and refrigeration equipment ",3
Arkansas ,Metalworking machinery ,8
Arkansas ,Metalworking machinery ,8
Arkansas ,Industrial mold ,3
Arkansas ,"Special die and tool, die set, jig, and fixture ",3
Arkansas ,Other general purpose machinery ,10
Arkansas ,Pump and compressor ,3
Arkansas ,All other general purpose machinery ,5
Arkansas ,All other miscellaneous general purpose machinery ,4
Arkansas ,Computer and electronic product ,10
Arkansas ,Semiconductor and other electronic component ,5
Arkansas ,Semiconductor and other electronic component ,5
Arkansas ,Other electronic component ,3
Arkansas ,"Electrical equipment, appliance, and component ",9
Arkansas ,Electrical equipment ,6
Arkansas ,Electrical equipment ,6
Arkansas ,Wineries,4
Arkansas ,Wineries,4
Arkansas ,Textile product mills,7
Arkansas ,Other textile product mills,6
Arkansas ,All other textile product mills,4
Arkansas ,All other miscellaneous textile product mills,3
Arkansas ,Apparel ,8
Arkansas ,Cut and sew apparel ,4
Arkansas ,Leather and allied product ,10
Arkansas ,Footwear ,4
Arkansas ,Footwear ,4
Arkansas ,Footwear ,4
Arkansas ,Other leather and allied product ,6
Arkansas ,Other leather and allied product ,6
Arkansas ,All other leather good and allied product ,6
Arkansas ,Wood product ,94
Arkansas ,Sawmills and wood preservation,51
Arkansas ,Sawmills and wood preservation,51
Arkansas ,Sawmills,47
Arkansas ,Wood preservation,4
Arkansas ,"Veneer, plywood, and engineered wood product ",10
Arkansas ,"Veneer, plywood, and engineered wood product ",10
Arkansas ,Truss ,6
Arkansas ,Reconstituted wood product ,3
Arkansas ,Other wood product ,33
Arkansas ,Millwork,16
Arkansas ,"Cut stock, resawing lumber, and planing",12
Arkansas ,Other millwork (including flooring),3
Arkansas ,Wood container and pallet ,9
Arkansas ,Wood container and pallet ,9
Arkansas ,All other wood product ,8
Arkansas ,All other miscellaneous wood product ,8
Arkansas ,Paper ,13
Arkansas ,"Pulp, paper, and paperboard mills",3
Arkansas ,Converted paper product ,10
Arkansas ,Paperboard container ,5
Arkansas ,Corrugated and solid fiber box ,3
Arkansas ,Paper bag and coated and treated paper ,4
Arkansas ,Paper bag and coated and treated paper ,4
Arkansas ,Printing and related support activities,26
Arkansas ,Printing and related support activities,26
Arkansas ,Printing,26
Arkansas ,Commercial printing (except screen and books),15
Arkansas ,Commercial screen printing,10
Arkansas ,Petroleum and coal products ,6
Arkansas ,Petroleum and coal products ,6
Arkansas ,"Asphalt paving, roofing, and saturated materials ",6
Arkansas ,Asphalt paving mixture and block ,5
Arkansas ,Chemical ,17
Arkansas ,Basic chemical ,6
Arkansas ,Other basic organic chemical ,6
Arkansas ,"Cyclic crude, intermediate, and gum and wood chemical ",5
Arkansas ,"Pesticide, fertilizer, and other agricultural chemical ",4
Arkansas ,Fertilizer ,4
Arkansas ,Fertilizer (mixing only) ,4
Arkansas ,Other chemical product and preparation ,4
Arkansas ,All other chemical product and preparation ,4
Arkansas ,All other miscellaneous chemical product and preparation ,4
Arkansas ,Plastics and rubber products ,26
Arkansas ,Plastics product ,20
Arkansas ,Other plastics product ,15
Arkansas ,All other plastics product ,15
Arkansas ,Rubber product ,6
Arkansas ,Other rubber product ,6
Arkansas ,,584
Arkansas ,Food ,66
Arkansas ,Animal food ,14
Arkansas ,Animal food ,14
Arkansas ,Other animal food ,14
Arkansas ,Grain and oilseed milling,17
Arkansas ,Flour milling and malt ,16
Arkansas ,Rice milling,14
Arkansas ,Animal slaughtering and processing,18
Arkansas ,Animal slaughtering and processing,18
Arkansas ,Animal (except poultry) slaughtering,3
Arkansas ,Meat processed from carcasses,4
Arkansas ,Poultry processing,9
Arkansas ,Seafood product preparation and packaging,3
Arkansas ,Seafood product preparation and packaging,3
Arkansas ,Seafood product preparation and packaging,3
Arkansas ,Bakeries and tortilla ,7
Arkansas ,Bread and bakery product ,5
Arkansas ,Commercial bakeries,4
Arkansas ,Other food ,4
Arkansas ,Beverage and tobacco product ,9
Arkansas ,Beverage ,9
Arkansas ,Soft drink and ice ,4
Arkansas ,Ice ,3
California,,38741
California,Food ,3392
California,Animal food ,123
California,Animal food ,123
California,Dog and cat food ,33
California,Other animal food ,90
California,Grain and oilseed milling,81
California,Flour milling and malt ,35
California,Flour milling,21
California,Rice milling,13
California,Starch and vegetable fats and oils ,40
California,Wet corn milling,4
California,Soybean and other oilseed processing,12
California,Fats and oils refining and blending,24
California,Breakfast cereal ,6
California,Breakfast cereal ,6
California,Sugar and confectionery product ,195
California,Sugar ,4
California,Nonchocolate confectionery ,47
California,Nonchocolate confectionery ,47
California,Chocolate and chocolate confectionery ,144
California,Chocolate and confectionery  from cacao beans,21
California,Confectionery  from purchased chocolate,123
California,Fruit and vegetable preserving and specialty food ,302
California,Frozen food ,108
California,"Frozen fruit, juice, and vegetable ",42
California,Frozen specialty food ,66
California,"Fruit and vegetable canning, pickling, and drying",194
California,Fruit and vegetable canning,117
California,Specialty canning,13
California,Dried and dehydrated food ,64
California,Dairy product ,204
California,Dairy product (except frozen) ,127
California,Fluid milk ,48
California,Creamery butter ,5
California,Cheese ,49
California,"Dry, condensed, and evaporated dairy product ",25
California,Ice cream and frozen dessert ,77
California,Ice cream and frozen dessert ,77
California,Animal slaughtering and processing,220
California,Animal slaughtering and processing,220
California,Animal (except poultry) slaughtering,48
California,Meat processed from carcasses,110
California,Rendering and meat byproduct processing,14
California,Poultry processing,48
California,Seafood product preparation and packaging,44
California,Seafood product preparation and packaging,44
California,Seafood product preparation and packaging,44
California,Bakeries and tortilla ,1686
California,Bread and bakery product ,1479
California,Retail bakeries,1055
California,Commercial bakeries,396
California,"Frozen cakes, pies, and other pastries ",28
California,"Cookie, cracker, and pasta ",119
California,Cookie and cracker ,52
California,"Dry pasta, dough, and flour mixes  from purchased flour",67
California,Tortilla ,88
California,Tortilla ,88
California,Other food ,537
California,Coffee and tea ,59
California,Snack food ,110
California,Roasted nuts and peanut butter ,68
California,Other snack food ,42
California,Coffee and tea ,59
California,Flavoring syrup and concentrate ,28
California,Flavoring syrup and concentrate ,28
California,Seasoning and dressing ,104
California,"Mayonnaise, dressing, and other prepared sauce ",52
California,Spice and extract ,52
California,All other food ,236
California,Perishable prepared food ,146
California,All other miscellaneous food ,90
California,Beverage and tobacco product ,1390
California,Beverage ,1386
California,Soft drink and ice ,129
California,Soft drink ,67
California,Bottled water ,39
California,Ice ,23
California,Breweries,104
California,Breweries,104
California,Wineries,1132
California,Wineries,1132
California,Distilleries,21
California,Distilleries,21
California,Tobacco ,4
California,Tobacco ,4
California,Tobacco ,4
California,Textile mills,320
California,"Fiber, yarn, and thread mills",24
California,"Fiber, yarn, and thread mills",24
California,"Fiber, yarn, and thread mills",24
California,Fabric mills,99
California,Broadwoven fabric mills,38
California,Broadwoven fabric mills,38
California,Narrow fabric mills and schiffli machine embroidery,18
California,Narrow fabric mills and schiffli machine embroidery,18
California,Nonwoven fabric mills,14
California,Nonwoven fabric mills,14
California,Knit fabric mills,29
California,Knit fabric mills,29
California,Textile and fabric finishing and fabric coating mills,197
California,Textile and fabric finishing mills,171
California,Textile and fabric finishing mills,171
California,Fabric coating mills,26
California,Fabric coating mills,26
California,Textile product mills,689
California,Textile furnishings mills,221
California,Carpet and rug mills,16
California,Carpet and rug mills,16
California,Curtain and linen mills,205
California,Curtain and linen mills,205
California,Other textile product mills,468
California,Textile bag and canvas mills,166
California,Textile bag and canvas mills,166
California,All other textile product mills,302
California,"Rope, cordage, twine, tire cord, and tire fabric mills",6
California,All other miscellaneous textile product mills,296
California,Apparel ,2881
California,Apparel knitting mills,35
California,Hosiery and sock mills,4
California,Hosiery and sock mills,4
California,Other apparel knitting mills,31
California,Other apparel knitting mills,31
California,Cut and sew apparel ,2768
California,Cut and sew apparel contractors,1633
California,Cut and sew apparel contractors,1633
California,Men's and boys' cut and sew apparel ,95
California,Men's and boys' cut and sew apparel ,95
California,"Women's, girls', and infants' cut and sew apparel ",964
California,"Women's, girls', and infants' cut and sew apparel ",964
California,Other cut and sew apparel ,76
California,Other cut and sew apparel ,76
California,Apparel accessories and other apparel ,78
California,Apparel accessories and other apparel ,78
California,Apparel accessories and other apparel ,78
California,Leather and allied product ,150
California,Leather and hide tanning and finishing,18
California,Leather and hide tanning and finishing,18
California,Leather and hide tanning and finishing,18
California,Footwear ,35
California,Footwear ,35
California,Footwear ,35
California,Other leather and allied product ,97
California,Other leather and allied product ,97
California,Women's handbag and purse ,21
California,All other leather good and allied product ,76
California,Wood product ,898
California,Sawmills and wood preservation,85
California,Sawmills and wood preservation,85
California,Sawmills,63
California,Wood preservation,22
California,"Veneer, plywood, and engineered wood product ",83
California,"Veneer, plywood, and engineered wood product ",83
California,Hardwood veneer and plywood ,11
California,Softwood veneer and plywood ,4
California,Engineered wood member (except truss) ,9
California,Truss ,46
California,Reconstituted wood product ,13
California,Other wood product ,730
California,Millwork,299
California,Wood window and door ,141
California,"Cut stock, resawing lumber, and planing",46
California,Other millwork (including flooring),112
California,Wood container and pallet ,237
California,Wood container and pallet ,237
California,All other wood product ,194
California,Manufactured home (mobile home) ,27
California,Prefabricated wood building ,32
California,All other miscellaneous wood product ,135
California,Paper ,420
California,"Pulp, paper, and paperboard mills",14
California,Paper mills,6
California,Paper (except newsprint) mills,5
California,Paperboard mills,8
California,Paperboard mills,8
California,Converted paper product ,406
California,Paperboard container ,209
California,Corrugated and solid fiber box ,131
California,Folding paperboard box ,46
California,Other paperboard container ,32
California,Paper bag and coated and treated paper ,78
California,Paper bag and coated and treated paper ,78
California,Stationery product ,50
California,Stationery product ,50
California,Other converted paper product ,69
California,Sanitary paper product ,8
California,All other converted paper product ,61
California,Printing and related support activities,3368
California,Printing and related support activities,3368
California,Printing,3140
California,Commercial printing (except screen and books),2495
California,Commercial screen printing,589
California,Books printing,56
California,Support activities for printing,228
California,Support activities for printing,228
California,Petroleum and coal products ,199
California,Petroleum and coal products ,199
California,Petroleum refineries,17
California,Petroleum refineries,17
California,"Asphalt paving, roofing, and saturated materials ",152
California,Asphalt paving mixture and block ,123
California,Asphalt shingle and coating materials ,29
California,Other petroleum and coal products ,30
California,Petroleum lubricating oil and grease ,26
California,All other petroleum and coal products ,4
California,Chemical ,1553
California,Basic chemical ,167
California,Industrial gas ,47
California,Industrial gas ,47
California,Synthetic dye and pigment ,13
California,Synthetic dye and pigment ,13
California,Other basic inorganic chemical ,41
California,Other basic inorganic chemical ,41
California,Other basic organic chemical ,64
California,Ethyl alcohol ,7
California,"Cyclic crude, intermediate, and gum and wood chemical ",6
California,All other basic organic chemical ,51
California,"Resin, synthetic rubber, and synthetic fibers and filaments ",132
California,Resin and synthetic rubber ,128
California,Plastics material and resin ,108
California,Synthetic rubber ,20
California,Artificial and synthetic fibers and filaments ,4
California,Artificial and synthetic fibers and filaments ,4
California,"Pesticide, fertilizer, and other agricultural chemical ",87
California,Fertilizer ,67
California,Nitrogenous fertilizer ,18
California,Phosphatic fertilizer ,5
California,Fertilizer (mixing only) ,44
California,Pesticide and other agricultural chemical ,20
California,Pesticide and other agricultural chemical ,20
California,Pharmaceutical and medicine ,373
California,Pharmaceutical and medicine ,373
California,Medicinal and botanical ,67
California,Pharmaceutical preparation ,193
California,In-vitro diagnostic substance ,70
California,Biological product (except diagnostic) ,43
California,"Paint, coating, and adhesive ",196
California,Paint and coating ,138
California,Paint and coating ,138
California,Adhesive ,58
California,Adhesive ,58
California,"Soap, cleaning compound, and toilet preparation ",357
California,Soap and cleaning compound ,140
California,Soap and other detergent ,58
California,Polish and other sanitation good ,70
California,Surface active agent ,12
California,Toilet preparation ,217
California,Toilet preparation ,217
California,Other chemical product and preparation ,241
California,Printing ink ,40
California,Printing ink ,40
California,Explosives ,5
California,Explosives ,5
California,All other chemical product and preparation ,196
California,Custom compounding of purchased resins,37
California,"Photographic film, paper, plate, and chemical ",36
California,All other miscellaneous chemical product and preparation ,123
California,Plastics and rubber products ,1399
California,Plastics product ,1207
California,Plastics packaging and unlaminated film and sheet ,146
California,Plastics bag and pouch ,41
California,Plastics packaging film and sheet (including laminated) ,42
California,Unlaminated plastics film and sheet (except packaging) ,63
California,"Plastics pipe, pipe fitting, and unlaminated profile shape ",86
California,Unlaminated plastics profile shape ,40
California,Plastics pipe and pipe fitting ,46
California,"Laminated plastics plate, sheet (except packaging), and shape ",19
California,"Laminated plastics plate, sheet (except packaging), and shape ",19
California,Polystyrene foam product ,63
California,Polystyrene foam product ,63
California,Urethane and other foam product (except polystyrene) ,79
California,Urethane and other foam product (except polystyrene) ,79
California,Plastics bottle ,51
California,Plastics bottle ,51
California,Other plastics product ,763
California,Plastics plumbing fixture ,45
California,All other plastics product ,718
California,Rubber product ,192
California,Tire ,33
California,Tire  (except retreading),4
California,Tire retreading,29
California,Rubber and plastics hoses and belting ,20
California,Rubber and plastics hoses and belting ,20
California,Other rubber product ,139
California,Rubber product  for mechanical use,53
California,All other rubber product ,86
California,Nonmetallic mineral product ,1241
California,Clay product and refractory ,118
California,"Pottery, ceramics, and plumbing fixture ",76
California,"Pottery, ceramics, and plumbing fixture ",76
California,Clay building material and refractories ,42
California,Clay building material and refractories ,42
California,Glass and glass product ,252
California,Glass and glass product ,252
California,Flat glass ,5
California,Other pressed and blown glass and glassware ,72
California,Glass container ,5
California,Glass product  made of purchased glass,170
California,Cement and concrete product ,602
California,Cement ,19
California,Cement ,19
California,Ready-mix concrete ,371
California,Ready-mix concrete ,371
California,"Concrete pipe, brick, and block ",71
California,Concrete block and brick ,45
California,Concrete pipe ,26
California,Other concrete product ,141
California,Other concrete product ,141
California,Lime and gypsum product ,36
California,Lime ,5
California,Lime ,5
California,Gypsum product ,31
California,Gypsum product ,31
California,Other nonmetallic mineral product ,233
California,Abrasive product ,23
California,Abrasive product ,23
California,All other nonmetallic mineral product ,210
California,Cut stone and stone product ,120
California,Ground or treated mineral and earth ,18
California,Mineral wool ,24
California,All other miscellaneous nonmetallic mineral product ,48
California,Primary metal ,431
California,Iron and steel mills and ferroalloy ,17
California,Iron and steel mills and ferroalloy ,17
California,Iron and steel mills and ferroalloy ,17
California,Steel product  from purchased steel,69
California,Iron and steel pipe and tube  from purchased steel,13
California,Iron and steel pipe and tube  from purchased steel,13
California,Rolling and drawing of purchased steel,56
California,Rolled steel shape ,20
California,Steel wire drawing,36
California,Alumina and aluminum production and processing,52
California,Alumina and aluminum production and processing,52
California,Alumina refining and primary aluminum production,3
California,Secondary smelting and alloying of aluminum,11
California,"Aluminum sheet, plate, and foil ",10
California,"Other aluminum rolling, drawing, and extruding",28
California,Nonferrous metal production and processing,94
California,Nonferrous metal (except aluminum) smelting and refining,18
California,Nonferrous metal (except aluminum) smelting and refining,18
California,"Copper rolling, drawing, extruding, and alloying",16
California,"Copper rolling, drawing, extruding, and alloying",16
California,"Nonferrous metal rolling, drawing, extruding, and alloying",60
California,"Nonferrous metal rolling, drawing, extruding, and alloying",38
California,"Secondary smelting, refining, and alloying of nonferrous metal",22
California,Foundries,199
California,Ferrous metal foundries,68
California,Iron foundries,30
California,Steel investment foundries,10
California,Steel foundries (except investment),28
California,Nonferrous metal foundries,131
California,Nonferrous metal die-casting foundries,50
California,Aluminum foundries (except die-casting),54
California,Other nonferrous metal foundries (except die-casting),27
California,Fabricated metal product ,6511
California,Nonferrous forging,11
California,Forging and stamping,275
California,Forging and stamping,275
California,Iron and steel forging,33
California,Custom roll forming,45
California,Powder metallurgy part ,9
California,"Metal crown, closure, and other metal stamping (except automotive)",177
California,Cutlery and handtool ,159
California,Cutlery and handtool ,159
California,"Metal kitchen cookware, utensil, cutlery, and flatware (except precious) ",18
California,Saw blade and handtool ,141
California,Architectural and structural metals ,1288
California,Plate work and fabricated structural product ,354
California,Prefabricated metal building and component ,45
California,Fabricated structural metal ,238
California,Plate work ,71
California,Ornamental and architectural metal products ,934
California,Metal window and door ,128
California,Sheet metal work ,554
California,Ornamental and architectural metal work ,252
California,"Boiler, tank, and shipping container ",123
California,Power boiler and heat exchanger ,19
California,Power boiler and heat exchanger ,19
California,Metal tank (heavy gauge) ,52
California,Metal tank (heavy gauge) ,52
California,"Metal can, box, and other metal container (light gauge) ",52
California,Metal can ,24
California,Other metal container ,28
California,Hardware ,79
California,Hardware ,79
California,Hardware ,79
California,Spring and wire product ,130
California,Spring and wire product ,130
California,Spring ,47
California,Other fabricated wire product ,83
California,"Machine shops; turned product; and screw, nut, and bolt ",2980
California,Machine shops,2393
California,Machine shops,2393
California,"Turned product and screw, nut, and bolt ",587
California,Precision turned product ,458
California,"Bolt, nut, screw, rivet, and washer ",129
California,"Coating, engraving, heat treating, and allied activities",820
California,"Coating, engraving, heat treating, and allied activities",820
California,Metal heat treating,79
California,"Metal coating, engraving and allied services to manufacturers",325
California,"Electroplating, plating, polishing, anodizing, and coloring",416
California,Other fabricated metal product ,657
California,Metal valve ,145
California,Industrial valve ,56
California,Fluid power valve and hose fitting ,48
California,Plumbing fixture fitting and trim ,22
California,Other metal valve and pipe fitting ,19
California,All other fabricated metal product ,512
California,Ball and roller bearing ,16
California,Small arms ammunition ,7
California,Ammunition (except small arms) ,5
California,"Small arms, ordnance, and ordnance accessories ",11
California,Fabricated pipe and pipe fitting ,75
California,All other miscellaneous fabricated metal product ,398
California,Machinery ,2367
California,"Agriculture, construction, and mining machinery ",190
California,Agricultural implement ,102
California,Farm machinery and equipment ,94
California,Lawn and garden tractor and home lawn and garden equipment ,8
California,Construction machinery ,49
California,Construction machinery ,49
California,Mining and oil and gas field machinery ,39
California,Mining machinery and equipment ,9
California,Oil and gas field machinery and equipment ,30
California,Industrial machinery ,368
California,Industrial machinery ,368
California,Food product machinery ,58
California,Semiconductor machinery ,72
California,"Sawmill, woodworking, and paper machinery ",19
California,Printing machinery and equipment ,30
California,Other industrial machinery ,189
California,Commercial and service industry machinery ,347
California,Commercial and service industry machinery ,347
California,Optical instrument and lens ,100
California,Photographic and photocopying equipment ,71
California,Other commercial and service industry machinery ,176
California,"Ventilation, heating, and refrigeration equipment ",210
California,"Ventilation, heating, and refrigeration equipment ",210
California,Fan and blower and air purification equipment ,51
California,Heating equipment (except warm air furnaces) ,70
California,Air heating and refrigeration equipment,89
California,Metalworking machinery ,550
California,Metalworking machinery ,550
California,Industrial mold ,124
California,"Special die and tool, die set, jig, and fixture ",159
California,Cutting tool and machine tool accessory ,202
California,Machine tool ,41
California,Rolling mill and other metalworking machinery ,24
California,"Engine, turbine, and power transmission equipment ",88
California,"Engine, turbine, and power transmission equipment ",88
California,Turbine and turbine generator set units ,20
California,"Speed changer, industrial high-speed drive, and gear ",15
California,Mechanical power transmission equipment ,21
California,Other engine equipment ,32
California,Other general purpose machinery ,614
California,Pump and compressor ,90
California,Pump and pumping equipment ,51
California,Air and gas compressor ,36
California,Measuring and dispensing pump ,3
California,Material handling equipment ,105
California,Elevator and moving stairway ,16
California,Conveyor and conveying equipment ,45
California,"Overhead traveling crane, hoist, and monorail system ",12
California,"Industrial truck, trailer, and stacker machinery ",32
California,All other general purpose machinery ,419
California,Power-driven handtool ,15
California,Welding and soldering equipment ,50
California,Packaging machinery ,76
California,Industrial process furnace and oven ,33
California,Fluid power cylinder and actuator ,30
California,Fluid power pump and motor ,13
California,Scale and balance ,9
California,All other miscellaneous general purpose machinery ,193
California,Computer and electronic product ,2979
California,Computer and peripheral equipment ,285
California,Computer and peripheral equipment ,285
California,Electronic computer ,86
California,Computer storage device ,51
California,Computer terminal and other peripheral equipment ,148
California,Communications equipment ,320
California,Telephone apparatus ,56
California,Telephone apparatus ,56
California,Broadcasting and wireless communications equipment ,202
California,Broadcasting and wireless communications equipment ,202
California,Other communications equipment ,62
California,Other communications equipment ,62
California,Audio and video equipment ,129
California,Audio and video equipment ,129
California,Audio and video equipment ,129
California,Semiconductor and other electronic component ,1121
California,Semiconductor and other electronic component ,1121
California,Bare printed circuit board ,174
California,Semiconductor and related device ,300
California,"Capacitor, resistor, coil, transformer, and other inductor ",85
California,Electronic connector ,64
California,Printed circuit assembly (electronic assembly) ,188
California,Other electronic component ,310
California,"Navigational, measuring, electromedical, and control instruments ",991
California,"Navigational, measuring, electromedical, and control instruments ",991
California,Electromedical and electrotherapeutic apparatus ,163
California,"Search, detection, navigation, guidance, aeronautical, and nautical system ",117
California,Automatic environmental control,36
California,"Measuring, displaying, and controlling industrial process variables products",113
California,Totalizing fluid meter and counting device ,29
California,Instrument  for measuring and testing electricity and electrical systems,217
California,Analytical laboratory instrument ,132
California,Irradiation apparatus ,29
California,Other measuring and controlling device ,155
California, and reproducing magnetic and optical media,133
California, and reproducing magnetic and optical media,133
California,Blank magnetic and optical recording media ,19
California,"Software and compact disc, tape, and record reproducing",114
California,"Electrical equipment, appliance, and component ",837
California,Electric lighting equipment ,236
California,Electric lamp bulb and part ,13
California,Electric lamp bulb and part ,13
California,Lighting fixture ,223
California,Residential electric lighting fixture ,60
California,Electric lighting fixture ,104
California,Other lighting equipment ,59
California,Household appliance ,35
California,Small electrical appliance ,18
California,Small electrical appliance ,18
California,Major appliance ,17
California,Household cooking appliance ,12
California,Other major household appliance ,3
California,Electrical equipment ,238
California,Electrical equipment ,238
California,"Power, distribution, and specialty transformer ",31
California,Motor and generator ,57
California,Switchgear and switchboard apparatus ,41
California,Relay and industrial control ,109
California,Other electrical equipment and component ,328
California,Battery ,20
California,Storage battery ,17
California,Primary battery ,3
California,Communication and energy wire and cable ,62
California,Fiber optic cable ,20
California,Other communication and energy wire ,42
California,Wiring device ,66
California,Current-carrying wiring device ,48
California,Noncurrent-carrying wiring device ,18
California,All other electrical equipment and component ,180
California,Carbon and graphite product ,17
California,All other miscellaneous electrical equipment,163
California,Transportation equipment ,1380
California,Motor vehicle ,45
California,Automobile and light duty motor vehicle ,39
California,Automobile ,31
California,Light truck and utility vehicle ,8
California,Heavy duty truck ,6
California,Heavy duty truck ,6
California,Motor vehicle body and trailer ,150
California,Motor vehicle body and trailer ,150
California,Motor vehicle body ,81
California,Truck trailer ,23
California,Motor home ,3
California,Travel trailer and camper ,43
California,Motor vehicle parts ,560
California,Motor vehicle gasoline engine and engine parts ,103
California,Motor vehicle gasoline engine and engine parts ,103
California,Motor vehicle electrical and electronic equipment ,72
California,Motor vehicle electrical and electronic equipment ,72
California,Motor vehicle steering and suspension components (except spring) ,31
California,Motor vehicle steering and suspension components (except spring) ,31
California,Motor vehicle brake system ,20
California,Motor vehicle brake system ,20
California,Motor vehicle transmission and power train parts ,63
California,Motor vehicle transmission and power train parts ,63
California,Motor vehicle seating and interior trim ,46
California,Motor vehicle seating and interior trim ,46
California,Motor vehicle metal stamping,25
California,Motor vehicle metal stamping,25
California,Other motor vehicle parts ,200
California,Other motor vehicle parts ,200
California,Aerospace product and parts ,321
California,Aerospace product and parts ,321
California,Aircraft ,39
California,Aircraft engine and engine parts ,56
California,Other aircraft parts and auxiliary equipment ,187
California,Guided missile and space vehicle ,8
California,Guided missile and space vehicle propulsion unit ,8
California,Other guided missile and space vehicle parts and auxiliary equipment ,23
California,Railroad rolling stock ,12
California,Railroad rolling stock ,12
California,Railroad rolling stock ,12
California,Ship and boat building,121
California,Ship and boat building,121
California,Ship building and repairing,66
California,Boat building,55
California,Other transportation equipment ,171
California,Other transportation equipment ,171
California,"Motorcycle, bicycle, and parts ",115
California,All other transportation equipment ,55
California,Furniture and related product ,1963
California,Household and institutional furniture and kitchen cabinet ,1396
California,Wood kitchen cabinet and countertop ,763
California,Wood kitchen cabinet and countertop ,763
California,Household and institutional furniture ,633
California,Upholstered household furniture ,204
California,Nonupholstered wood household furniture ,271
California,Metal household furniture ,47
California,Household furniture (except wood and metal) ,34
California,Institutional furniture ,77
California,Office furniture (including fixtures) ,443
California,Office furniture (including fixtures) ,443
California,Wood office furniture ,61
California,Custom architectural woodwork and millwork ,190
California,Office furniture (except wood) ,42
California,"Showcase, partition, shelving, and locker ",150
California,Other furniture related product ,124
California,Mattress ,68
California,Mattress ,68
California,Blind and shade ,56
California,Blind and shade ,56
California,Miscellaneous ,4373
California,Medical equipment and supplies ,1735
California,Medical equipment and supplies ,1735
California,Surgical and medical instrument ,279
California,Surgical appliance and supplies ,269
California,Dental equipment and supplies ,141
California,Ophthalmic goods ,73
California,Dental laboratories,973
California,Other miscellaneous ,2638
California,Jewelry and silverware ,295
California,Jewelry and silverware ,295
California,Sporting and athletic goods ,268
California,Sporting and athletic goods ,268
California,"Doll, toy, and game ",87
California,"Doll, toy, and game ",87
California,Office supplies (except paper) ,71
California,Office supplies (except paper) ,71
California,Sign ,548
California,Sign ,548
California,All other miscellaneous ,1369
California,"Gasket, packing, and sealing device ",64
California,Musical instrument ,101
California,"Fastener, button, needle, and pin ",12
California,"Broom, brush, and mop ",16
California,Burial casket ,7
California,All other miscellaneous ,1169
California ,Animal (except poultry) slaughtering,3
California ,Bakeries and tortilla ,10
California ,Bread and bakery product ,10
California ,Retail bakeries,8
California ,Beverage and tobacco product ,35
California ,Beverage ,35
California ,Soft drink and ice ,3
California ,Bottled water ,3
California ,Breweries,5
California ,Breweries,5
California ,Wineries,27
California ,Wineries,27
California ,Textile product mills,4
California ,Textile furnishings mills,3
California ,Curtain and linen mills,3
California ,Curtain and linen mills,3
California ,Wood product ,19
California ,Sawmills and wood preservation,8
California ,Sawmills and wood preservation,8
California ,Sawmills,6
California ,"Veneer, plywood, and engineered wood product ",5
California ,"Veneer, plywood, and engineered wood product ",5
California ,Other wood product ,6
California ,Printing and related support activities,12
California ,Commercial screen printing,3
California ,Printing and related support activities,12
California ,Printing,11
California ,Commercial printing (except screen and books),8
California ,Petroleum and coal products ,4
California ,Petroleum and coal products ,4
California ,"Asphalt paving, roofing, and saturated materials ",4
California ,Asphalt paving mixture and block ,4
California ,Chemical ,4
California ,Other chemical product and preparation ,3
California ,Plastics and rubber products ,6
California ,Plastics product ,5
California ,Other plastics product ,3
California ,All other plastics product ,3
California ,Nonmetallic mineral product ,20
California ,Cement and concrete product ,15
California ,Ready-mix concrete ,15
California ,Ready-mix concrete ,15
California ,Primary metal ,4
California ,Foundries,3
California ,Fabricated metal product ,30
California ,Architectural and structural metals ,5
California ,Ornamental and architectural metal products ,3
California ,"Machine shops; turned product; and screw, nut, and bolt ",16
California ,Machine shops,14
California ,Machine shops,14
California ,Other fabricated metal product ,5
California ,All other fabricated metal product ,3
California ,Machinery ,13
California ,"Agriculture, construction, and mining machinery ",4
California ,Other general purpose machinery ,4
California ,All other general purpose machinery ,3
California ,Computer and electronic product ,9
California ,Communications equipment ,4
California ,Telephone apparatus ,3
California ,Telephone apparatus ,3
California ,"Navigational, measuring, electromedical, and control instruments ",3
California ,"Navigational, measuring, electromedical, and control instruments ",3
California ,Furniture and related product ,13
California ,Household and institutional furniture and kitchen cabinet ,11
California ,Wood kitchen cabinet and countertop ,9
California ,Wood kitchen cabinet and countertop ,9
California ,Miscellaneous ,15
California ,Medical equipment and supplies ,3
California ,Medical equipment and supplies ,3
California ,Dental laboratories,3
California ,Other miscellaneous ,12
California ,All other miscellaneous ,9
California ,All other miscellaneous ,9
California ,Food ,32
California ,,224
California ,Grain and oilseed milling,6
California ,Flour milling and malt ,6
California ,Rice milling,5
California ,Fruit and vegetable preserving and specialty food ,6
California ,"Fruit and vegetable canning, pickling, and drying",6
California ,Dried and dehydrated food ,4
California ,Animal slaughtering and processing,4
